### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_10173|provirus_3_63280,php,GCA_903825645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__CAIKBL01;s__CAIKBL01 sp903825645,Score,1429.463,NA,NA,4,GB_GCA_903825645.1
contig_10173|provirus_3_63280,php,3300012931_50,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Palsa-1439;f__Palsa-1439;g__CAIKBP01;s__,Score,1429.404,NA,NA,5,3300012931_50
contig_10173|provirus_3_63280,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.205,FDR,0.771,1,NA
contig_10173|provirus_3_63280,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.205,FDR,0.771,1,NA
contig_10173|provirus_3_63280,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.155,FDR,0.846,2,NA
contig_10173|provirus_3_63280,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.128,FDR,0.879,3,NA
contig_10173|provirus_3_63280,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.110,FDR,0.899,4,NA
contig_10173|provirus_3_63280,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.110,FDR,0.899,4,NA
contig_10173|provirus_3_63280,vhm,GCA_963667245.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp963667245,S2star_similarity,0.565,NA,NA,1,GB_GCA_963667245.1
contig_10173|provirus_3_63280,vhm,GCA_022827055.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp022827055,S2star_similarity,0.529,NA,NA,2,GB_GCA_022827055.1
contig_10173|provirus_3_63280,vhm,GCA_028820655.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp028820655,S2star_similarity,0.522,NA,NA,3,GB_GCA_028820655.1
contig_10173|provirus_3_63280,vhm,GCA_963667895.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp963667895,S2star_similarity,0.463,NA,NA,4,GB_GCA_963667895.1
contig_10173|provirus_3_63280,vhm,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,S2star_similarity,0.462,NA,NA,5,GB_GCA_028819845.1
contig_10173|provirus_3_63280,wish,GCA_963667245.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp963667245,Log-likelihood,-1.341,p-value,3.244918839947231e-05,1,GB_GCA_963667245.1
contig_10173|provirus_3_63280,wish,GCA_022827055.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp022827055,Log-likelihood,-1.361,p-value,0.0007941555780634,2,GB_GCA_022827055.1
contig_10173|provirus_3_63280,wish,GCA_028820655.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp028820655,Log-likelihood,-1.362,p-value,0.004026705583612,3,GB_GCA_028820655.1
contig_10173|provirus_3_63280,wish,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,Log-likelihood,-1.371,p-value,0.0058386287882498,4,GB_GCA_028819845.1
contig_10173|provirus_3_63280,wish,GCA_027296925.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPUIP01;s__JAPUIP01 sp027296925,Log-likelihood,-1.374,p-value,0.1152353494865626,5,GB_GCA_027296925.1
contig_10175,blast,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Match_length,2610.000,Id_pcent,83.49,1,GB_GCA_009841255.1
contig_10175,blast,GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Match_length,975.000,Id_pcent,89.44,2,GB_GCA_963664215.1
contig_10175,crispr,GCF_002335745.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Bacillus_CA;s__Bacillus_CA halocellulosilytica,N_mismatches,4.000,Spacer_length,30.0,1,RS_GCF_002335745.1
contig_10175,iPHoP-RF,GB_GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Confidence_score,0.934,FDR,0.137,1,GB_GCA_963664215.1
contig_10175,iPHoP-RF,GB_GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Confidence_score,0.926,FDR,0.149,2,GB_GCA_009841255.1
contig_10175,iPHoP-RF,GB_GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Confidence_score,0.920,FDR,0.158,3,GB_GCA_009843785.1
contig_10175,iPHoP-RF,GB_GCA_022819945.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022819945,Confidence_score,0.914,FDR,0.167,4,GB_GCA_022819945.1
contig_10175,iPHoP-RF,GB_GCA_022821495.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821495,Confidence_score,0.898,FDR,0.189,5,GB_GCA_022821495.1
contig_10175,iPHoP-RF,GB_GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,Confidence_score,0.898,FDR,0.189,5,GB_GCA_022827185.1
contig_10175,php,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Score,1443.911,NA,NA,1,GB_GCA_009841255.1
contig_10175,php,GCA_009839745.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009839745,Score,1443.590,NA,NA,2,GB_GCA_009839745.1
contig_10175,php,GCA_963667805.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963667805,Score,1443.385,NA,NA,3,GB_GCA_963667805.1
contig_10175,php,GCA_021295715.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp021295715,Score,1443.346,NA,NA,4,GB_GCA_021295715.1
contig_10175,php,GCA_022827885.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827885,Score,1443.325,NA,NA,5,GB_GCA_022827885.1
contig_10175,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.242,FDR,0.697,1,NA
contig_10175,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.242,FDR,0.697,1,NA
contig_10175,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.139,FDR,0.866,2,NA
contig_10175,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.139,FDR,0.866,2,NA
contig_10175,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.134,FDR,0.872,3,NA
contig_10175,vhm,GCA_963667805.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963667805,S2star_similarity,0.552,NA,NA,1,GB_GCA_963667805.1
contig_10175,vhm,GCA_022827885.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827885,S2star_similarity,0.551,NA,NA,2,GB_GCA_022827885.1
contig_10175,vhm,GCA_009839745.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009839745,S2star_similarity,0.550,NA,NA,3,GB_GCA_009839745.1
contig_10175,vhm,GCA_022821725.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821725,S2star_similarity,0.548,NA,NA,4,GB_GCA_022821725.1
contig_10175,vhm,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,S2star_similarity,0.547,NA,NA,5,GB_GCA_009841255.1
contig_10175,wish,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Log-likelihood,-1.368,p-value,0.0025015607765144,1,GB_GCA_009841255.1
contig_10175,wish,GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Log-likelihood,-1.370,p-value,0.0046002472705517,2,GB_GCA_963664215.1
contig_10175,wish,GCA_012271015.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp012271015,Log-likelihood,-1.371,p-value,0.0062425599351956,3,GB_GCA_012271015.1
contig_10175,wish,GCA_022827885.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827885,Log-likelihood,-1.372,p-value,0.0026678903724182,4,GB_GCA_022827885.1
contig_10175,wish,GCA_963667805.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963667805,Log-likelihood,-1.372,p-value,0.0037336250003758,5,GB_GCA_963667805.1
contig_10254|provirus_4700_66179,blast,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Match_length,6447.000,Id_pcent,84.83,1,GB_GCA_026706025.1
contig_10254|provirus_4700_66179,blast,GCA_028820635.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028820635,Match_length,5522.000,Id_pcent,84.72,2,GB_GCA_028820635.1
contig_10254|provirus_4700_66179,blast,GCA_022828145.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022828145,Match_length,5500.000,Id_pcent,81.18,3,GB_GCA_022828145.1
contig_10254|provirus_4700_66179,blast,GCA_022823085.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022823085,Match_length,3407.000,Id_pcent,86.76,4,GB_GCA_022823085.1
contig_10254|provirus_4700_66179,blast,GCA_022825825.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022825825,Match_length,3344.000,Id_pcent,87.44,5,GB_GCA_022825825.1
contig_10254|provirus_4700_66179,crispr,GCA_041639545.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methyloversatilis;s__Methyloversatilis sp041639545,N_mismatches,2.000,Spacer_length,34.0,1,GB_GCA_041639545.1
contig_10254|provirus_4700_66179,crispr,GCA_963668035.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963668035,N_mismatches,3.000,Spacer_length,36.0,2,GB_GCA_963668035.1
contig_10254|provirus_4700_66179,crispr,GCF_016446395.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Laspinemataceae;g__Koinonema;s__Koinonema sp016446395,N_mismatches,3.000,Spacer_length,31.0,2,RS_GCF_016446395.1
contig_10254|provirus_4700_66179,iPHoP-RF,GB_GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Confidence_score,0.882,FDR,0.21,1,GB_GCA_026706025.1
contig_10254|provirus_4700_66179,iPHoP-RF,GB_GCA_951828515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828515,Confidence_score,0.878,FDR,0.215,2,GB_GCA_951828515.1
contig_10254|provirus_4700_66179,iPHoP-RF,GB_GCA_007571305.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp007571305,Confidence_score,0.866,FDR,0.229,3,GB_GCA_007571305.1
contig_10254|provirus_4700_66179,iPHoP-RF,GB_GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Confidence_score,0.864,FDR,0.232,4,GB_GCA_963664215.1
contig_10254|provirus_4700_66179,iPHoP-RF,GB_GCA_963666305.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026713385,Confidence_score,0.854,FDR,0.243,5,GB_GCA_963666305.1
contig_10254|provirus_4700_66179,php,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Score,1460.423,NA,NA,1,GB_GCA_003635195.1
contig_10254|provirus_4700_66179,php,GCA_028824575.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028824575,Score,1460.278,NA,NA,2,GB_GCA_028824575.1
contig_10254|provirus_4700_66179,php,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Score,1460.216,NA,NA,3,GB_GCA_009843785.1
contig_10254|provirus_4700_66179,php,GCA_003635255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635255,Score,1460.161,NA,NA,4,GB_GCA_003635255.1
contig_10254|provirus_4700_66179,php,GCA_951828515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828515,Score,1460.061,NA,NA,5,GB_GCA_951828515.1
contig_10254|provirus_4700_66179,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.146,FDR,0.858,1,NA
contig_10254|provirus_4700_66179,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,Confidence_score,0.053,FDR,0.958,2,NA
contig_10254|provirus_4700_66179,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,Confidence_score,0.053,FDR,0.958,2,NA
contig_10254|provirus_4700_66179,rafah,Bacillus,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,Confidence_score,0.048,FDR,0.963,3,NA
contig_10254|provirus_4700_66179,rafah,Bacillus,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A,Confidence_score,0.048,FDR,0.963,3,NA
contig_10254|provirus_4700_66179,vhm,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,S2star_similarity,0.708,NA,NA,1,GB_GCA_003635195.1
contig_10254|provirus_4700_66179,vhm,GCA_003635255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635255,S2star_similarity,0.708,NA,NA,2,GB_GCA_003635255.1
contig_10254|provirus_4700_66179,vhm,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,S2star_similarity,0.708,NA,NA,3,GB_GCA_951828385.1
contig_10254|provirus_4700_66179,vhm,GCA_028824575.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028824575,S2star_similarity,0.706,NA,NA,4,GB_GCA_028824575.1
contig_10254|provirus_4700_66179,vhm,GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,S2star_similarity,0.706,NA,NA,5,GB_GCA_022827185.1
contig_10254|provirus_4700_66179,wish,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Log-likelihood,-1.368,p-value,0.0079462870497598,1,GB_GCA_009843785.1
contig_10254|provirus_4700_66179,wish,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Log-likelihood,-1.369,p-value,0.0134426648716297,2,GB_GCA_026706025.1
contig_10254|provirus_4700_66179,wish,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Log-likelihood,-1.369,p-value,0.0165514435362072,3,GB_GCA_003635195.1
contig_10254|provirus_4700_66179,wish,GCA_009845545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009845545,Log-likelihood,-1.369,p-value,0.0094581064212501,4,GB_GCA_009845545.1
contig_10254|provirus_4700_66179,wish,GCA_022821965.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821965,Log-likelihood,-1.369,p-value,0.0145615711926598,5,GB_GCA_022821965.1
contig_10454,blast,GCA_026706695.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp026706695,Match_length,710.000,Id_pcent,82.39,1,GB_GCA_026706695.1
contig_10454,iPHoP-RF,GB_GCA_009840385.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter australis,Confidence_score,0.964,FDR,0.089,1,GB_GCA_009840385.1
contig_10454,iPHoP-RF,GB_GCA_022819805.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp022819805,Confidence_score,0.964,FDR,0.089,1,GB_GCA_022819805.1
contig_10454,iPHoP-RF,GB_GCA_951812735.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp951812735,Confidence_score,0.942,FDR,0.124,2,GB_GCA_951812735.1
contig_10454,iPHoP-RF,GB_GCA_951812945.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp951812945,Confidence_score,0.942,FDR,0.124,2,GB_GCA_951812945.1
contig_10454,iPHoP-RF,GB_GCA_026706695.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp026706695,Confidence_score,0.896,FDR,0.192,3,GB_GCA_026706695.1
contig_10454,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.180,FDR,0.811,1,NA
contig_10454,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.180,FDR,0.811,1,NA
contig_10454,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.109,FDR,0.9,2,NA
contig_10454,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.109,FDR,0.9,2,NA
contig_10454,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.104,FDR,0.906,3,NA
contig_10454,vhm,GCA_020049595.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__DYRK01;g__JAIFKL01;s__JAIFKL01 sp020049595,S2star_similarity,0.301,NA,NA,1,GB_GCA_020049595.1
contig_10454,vhm,GCA_937127245.1,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727;f__JACVIW01;g__Geohydrothermomicrobium;s__Geohydrothermomicrobium sp937127245,S2star_similarity,0.296,NA,NA,2,GB_GCA_937127245.1
contig_10454,vhm,GCA_020718785.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__DYRK01;g__DYRK01;s__DYRK01 sp020718785,S2star_similarity,0.290,NA,NA,3,GB_GCA_020718785.1
contig_10454,vhm,GCA_900320925.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp900320925,S2star_similarity,0.287,NA,NA,4,GB_GCA_900320925.1
contig_10454,vhm,GCA_031281685.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Breznakiellaceae;g__JAIRMT01;s__JAIRMT01 sp031281685,S2star_similarity,0.287,NA,NA,5,GB_GCA_031281685.1
contig_10454,wish,3300056996_119,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__CAIWTU01;s__,Log-likelihood,-1.366,p-value,0.0131990843008894,1,3300056996_119
contig_10454,wish,3300041412_52,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9159;g__UBA9159;s__,Log-likelihood,-1.368,p-value,0.001367161289664,2,3300041412_52
contig_10454,wish,3300038421_13,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__SURF-23;s__,Log-likelihood,-1.370,p-value,0.0113084613949992,3,3300038421_13
contig_10454,wish,3300057010_46,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__UBA6911;s__,Log-likelihood,-1.370,p-value,0.0216411169500932,4,3300057010_46
contig_10454,wish,GCA_039679945.1,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp039679945,Log-likelihood,-1.370,p-value,0.110920720012363,5,GB_GCA_039679945.1
contig_1047,crispr,GCA_031629035.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__MVYY01 sp012517575,N_mismatches,1.000,Spacer_length,30.0,1,GB_GCA_031629035.1
contig_1047,iPHoP-RF,GB_GCA_031260385.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__WQYJ01;s__WQYJ01 sp031260385,Confidence_score,0.590,FDR,0.568,1,GB_GCA_031260385.1
contig_1047,iPHoP-RF,GB_GCA_947378555.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna sp947378555,Confidence_score,0.590,FDR,0.568,1,GB_GCA_947378555.1
contig_1047,iPHoP-RF,GB_GCA_903824455.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna sp903824455,Confidence_score,0.462,FDR,0.71,2,GB_GCA_903824455.1
contig_1047,iPHoP-RF,GB_GCA_943326655.2,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna limnophila_C,Confidence_score,0.434,FDR,0.736,3,GB_GCA_943326655.2
contig_1047,iPHoP-RF,MGYG000443612,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UphvI-Ar2;s__,Confidence_score,0.400,FDR,0.765,4,MGYG000443612
contig_1047,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.257,FDR,0.663,1,NA
contig_1047,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.257,FDR,0.663,1,NA
contig_1047,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.147,FDR,0.857,2,NA
